,GPU Name,Architecture,Foundry,Process Size,Transistors,Die Size,Release Date,Generation,Bus Interface,Base Clock,Boost Clock,Memory Clock,Memory Size,Memory Type,Memory Bus,Bandwidth,Shading Units,TMUs,ROPs,Compute Units,L1 Cache,L2 Cache,Pixel Rate,Texture Rate,FP32 (float),FP64 (double),TDP,DirectX,OpenGL,OpenCL,Vulkan,Shader Model,SMM Count,SM Count,Tensor Cores,RT Cores,L0 Cache,L3 Cache,Name
0,Opal,GCN 1.0,TSMC,28 nm,950 million,77 mm²,"Apr 23rd, 2015",FirePro Mobile,PCIe 3.0 x8,825 MHz,900 MHz,1000 MHz,1024 MB,GDDR5,128 bit,64.00 GB/s,384,24,8,6.0,16 KB (per CU),256 KB,7.200 GPixel/s,21.60 GTexel/s,691.2 GFLOPS,43.20 GFLOPS,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,FirePro M4170
1,Mars,GCN 1.0,TSMC,28 nm,950 million,77 mm²,Unknown,FirePro Mobile,PCIe 3.0 x8,775 MHz,825 MHz,1000 MHz,1024 MB,GDDR5,128 bit,64.00 GB/s,384,24,8,6.0,16 KB (per CU),256 KB,6.600 GPixel/s,19.80 GTexel/s,633.6 GFLOPS,,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,FirePro W4130M
2,Mars,GCN 1.0,TSMC,28 nm,950 million,77 mm²,Unknown,FirePro Mobile,PCIe 3.0 x8,800 MHz,850 MHz,1000 MHz,1024 MB,GDDR5,128 bit,64.00 GB/s,384,24,8,6.0,16 KB (per CU),256 KB,6.800 GPixel/s,20.40 GTexel/s,652.8 GFLOPS,,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,FirePro W4150M
3,Opal,GCN 1.0,TSMC,28 nm,950 million,77 mm²,"Apr 23rd, 2015",FirePro Mobile,PCIe 3.0 x8,825 MHz,900 MHz,1000 MHz,2 GB,GDDR5,128 bit,64.00 GB/s,384,24,8,6.0,16 KB (per CU),256 KB,7.200 GPixel/s,21.60 GTexel/s,691.2 GFLOPS,43.20 GFLOPS,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,FirePro W4170M
4,Opal,GCN 1.0,TSMC,28 nm,950 million,77 mm²,"Nov 12th, 2015",FirePro Mobile,PCIe 3.0 x8,825 MHz,900 MHz,1000 MHz,2 GB,GDDR5,128 bit,64.00 GB/s,384,24,8,6.0,16 KB (per CU),256 KB,7.200 GPixel/s,21.60 GTexel/s,691.2 GFLOPS,43.20 GFLOPS,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,FirePro W4190M
5,Tropo,GCN 1.0,TSMC,28 nm,"1,500 million",123 mm²,"Oct 2nd, 2015",FirePro Mobile,PCIe 3.0 x16,900 MHz,925 MHz,1000 MHz,2 GB,GDDR5,128 bit,64.00 GB/s,512,32,16,8.0,16 KB (per CU),256 KB,14.80 GPixel/s,29.60 GTexel/s,947.2 GFLOPS,59.20 GFLOPS,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,FirePro W5130M
6,Emerald,GCN 2.0,TSMC,28 nm,"2,080 million",160 mm²,"Nov 12th, 2015",FirePro Mobile,MXM-B (3.0),,,1375 MHz,4 GB,GDDR5,128 bit,88.00 GB/s,768,48,16,12.0,16 KB (per CU),256 KB,17.20 GPixel/s,51.60 GTexel/s,1.651 TFLOPS,103.2 GFLOPS,unknown,12,4.6,2.1,1.2.170,6.5,,,,,,,FirePro W6150M
7,Amethyst,GCN 3.0,TSMC,28 nm,"5,000 million",366 mm²,"Oct 2nd, 2015",FirePro Mobile,PCIe 3.0 x16,,,1250 MHz,4 GB,GDDR5,256 bit,160.0 GB/s,2048,128,32,32.0,16 KB (per CU),512 KB,23.14 GPixel/s,92.54 GTexel/s,2.961 TFLOPS,185.1 GFLOPS,100 W,12,4.6,2.1,1.2.170,6.5,,,,,,,FirePro W7170M
8,Caicos,TeraScale 2,TSMC,40 nm,370 million,67 mm²,"Sep 29th, 2015",Embedded,PCIe 2.0 x16,,,800 MHz,2 GB,GDDR5,64 bit,25.60 GB/s,160,8,4,2.0,8 KB (per CU),128 KB,2.400 GPixel/s,4.800 GTexel/s,192.0 GFLOPS,,25 W,11.2,4.4,1.2,,5.0,,,,,,,Radeon E6465
9,Saturn,GCN 2.0,TSMC,28 nm,"2,080 million",160 mm²,"Sep 29th, 2015",Embedded,MXM-B (3.0),,,1500 MHz,4 GB,GDDR5,128 bit,96.00 GB/s,768,48,16,12.0,16 KB (per CU),256 KB,16.00 GPixel/s,48.00 GTexel/s,1.536 TFLOPS,96.00 GFLOPS,75 W,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon E8870 MXM
10,Saturn,GCN 2.0,TSMC,28 nm,"2,080 million",160 mm²,"Sep 29th, 2015",Embedded,PCIe 3.0 x16,,,1500 MHz,4 GB,GDDR5,128 bit,96.00 GB/s,768,48,16,12.0,16 KB (per CU),256 KB,16.00 GPixel/s,48.00 GTexel/s,1.536 TFLOPS,96.00 GFLOPS,75 W,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon E8870 PCIe
11,Amethyst,GCN 3.0,TSMC,28 nm,"5,000 million",366 mm²,"Sep 29th, 2015",Embedded,MXM-B (3.0),735 MHz,1000 MHz,1500 MHz,8 GB,GDDR5,256 bit,192.0 GB/s,2048,128,32,32.0,16 KB (per CU),512 KB,32.00 GPixel/s,128.0 GTexel/s,4.096 TFLOPS,256.0 GFLOPS,95 W,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon E8950
12,Beema,GCN 2.0,GlobalFoundries,28 nm,930 million,107 mm²,"Jan 28th, 2015",GCN 2.0 IGP,IGP,,,System Shared,System Shared,System Shared,System Shared,System Dependent,128,8,4,2.0,,,1.200 GPixel/s,2.400 GTexel/s,76.80 GFLOPS,4.800 GFLOPS,15 W,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R2 Mobile Graphics
13,Beema,GCN 2.0,GlobalFoundries,28 nm,930 million,107 mm²,"Jan 28th, 2015",GCN 2.0 IGP,IGP,,,System Shared,System Shared,System Shared,System Shared,System Dependent,128,8,4,2.0,,,1.988 GPixel/s,3.976 GTexel/s,127.2 GFLOPS,7.952 GFLOPS,15 W,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R2 Mobile Graphics
14,Beema,GCN 2.0,GlobalFoundries,28 nm,930 million,107 mm²,"Jan 28th, 2015",GCN 2.0 IGP,IGP,,,System Shared,System Shared,System Shared,System Shared,System Dependent,128,8,4,2.0,,,1.200 GPixel/s,2.400 GTexel/s,76.80 GFLOPS,4.800 GFLOPS,15 W,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R2E Mobile Graphics
15,Beema,GCN 2.0,GlobalFoundries,28 nm,930 million,107 mm²,"Jan 28th, 2015",GCN 2.0 IGP,IGP,,,System Shared,System Shared,System Shared,System Shared,System Dependent,128,8,4,2.0,,,2.400 GPixel/s,4.800 GTexel/s,153.6 GFLOPS,9.600 GFLOPS,15 W,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R3 Mobile Graphics
16,Beema,GCN 2.0,GlobalFoundries,28 nm,930 million,107 mm²,"Jan 28th, 2015",GCN 2.0 IGP,IGP,,,System Shared,System Shared,System Shared,System Shared,System Dependent,128,8,4,2.0,,,1.404 GPixel/s,2.808 GTexel/s,89.86 GFLOPS,5.616 GFLOPS,15 W,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R3E Mobile Graphics
17,Jet,GCN 1.0,TSMC,28 nm,690 million,56 mm²,2015,All-In-One,PCIe 3.0 x8,750 MHz,825 MHz,1000 MHz,1024 MB,DDR3,64 bit,16.00 GB/s,320,20,8,5.0,16 KB (per CU),128 KB,6.600 GPixel/s,16.50 GTexel/s,528.0 GFLOPS,,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon R5 A320
18,Exo,GCN 1.0,TSMC,28 nm,690 million,56 mm²,"Oct 21st, 2015",All-In-One,PCIe 3.0 x8,,,900 MHz,2 GB,DDR3,64 bit,14.40 GB/s,320,20,8,5.0,16 KB (per CU),128 KB,8.240 GPixel/s,20.60 GTexel/s,659.2 GFLOPS,,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon R5 A330
19,Exo,GCN 1.0,TSMC,28 nm,690 million,56 mm²,"Oct 21st, 2015",All-In-One,PCIe 3.0 x8,,,900 MHz,2 GB,DDR3,64 bit,14.40 GB/s,320,20,8,5.0,16 KB (per CU),128 KB,8.560 GPixel/s,21.40 GTexel/s,684.8 GFLOPS,,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon R5 A335
20,Meso,GCN 3.0,TSMC,28 nm,"1,550 million",125 mm²,"May 5th, 2015",Gem System,PCIe 3.0 x8,,,900 MHz,2 GB,DDR3,64 bit,14.40 GB/s,384,24,8,6.0,16 KB (per CU),128 KB,7.760 GPixel/s,23.28 GTexel/s,745.0 GFLOPS,46.56 GFLOPS,unknown,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R5 M315
21,Jet,GCN 1.0,TSMC,28 nm,690 million,56 mm²,"May 5th, 2015",Gem System,PCIe 3.0 x8,780 MHz,855 MHz,1000 MHz,4 GB,DDR3,64 bit,16.00 GB/s,320,20,8,5.0,16 KB (per CU),128 KB,6.840 GPixel/s,17.10 GTexel/s,547.2 GFLOPS,34.20 GFLOPS,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon R5 M320
22,Exo,GCN 1.0,TSMC,28 nm,690 million,56 mm²,"May 5th, 2015",Gem System,PCIe 3.0 x8,955 MHz,1030 MHz,900 MHz,2 GB,DDR3,64 bit,14.40 GB/s,320,20,8,5.0,16 KB (per CU),128 KB,8.240 GPixel/s,20.60 GTexel/s,659.2 GFLOPS,41.20 GFLOPS,18 W,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon R5 M330
23,Exo,GCN 1.0,TSMC,28 nm,690 million,56 mm²,"Oct 21st, 2015",Gem System,PCIe 3.0 x8,,,900 MHz,2 GB,DDR3,64 bit,14.40 GB/s,320,20,8,5.0,16 KB (per CU),128 KB,8.240 GPixel/s,20.60 GTexel/s,659.2 GFLOPS,41.20 GFLOPS,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon R5 M335
24,Wani,GCN 3.0,GlobalFoundries,28 nm,"1,200 million",125 mm²,"Nov 7th, 2015",GCN 3.0 IGP,IGP,200 MHz,720 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,24,8,6.0,,,5.760 GPixel/s,17.28 GTexel/s,553.0 GFLOPS,276.5 GFLOPS,15 W,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R5 Mobile Graphics
25,Jet,GCN 1.0,TSMC,28 nm,690 million,56 mm²,"Dec 12th, 2015",Gem System Hybrid,IGP,955 MHz,1030 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,24,8,6.0,16 KB (per CU),256 KB,8.240 GPixel/s,24.72 GTexel/s,791.0 GFLOPS,49.44 GFLOPS,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon R6 M335DX
26,Jet,GCN 1.0,TSMC,28 nm,690 million,56 mm²,"Dec 12th, 2015",Gem System Hybrid,IGP,955 MHz,1030 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,24,8,6.0,16 KB (per CU),256 KB,8.240 GPixel/s,24.72 GTexel/s,791.0 GFLOPS,49.44 GFLOPS,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon R6 M340DX
27,Wani,GCN 3.0,GlobalFoundries,28 nm,"1,200 million",125 mm²,"Nov 7th, 2015",GCN 3.0 IGP,IGP,200 MHz,720 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,24,8,6.0,,,5.760 GPixel/s,17.28 GTexel/s,553.0 GFLOPS,276.5 GFLOPS,15 W,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R6 Mobile Graphics
28,Opal,GCN 1.0,TSMC,28 nm,950 million,77 mm²,2015,All-In-One,PCIe 3.0 x8,725 MHz,825 MHz,900 MHz,2 GB,DDR3,128 bit,28.80 GB/s,384,24,8,6.0,16 KB (per CU),256 KB,6.600 GPixel/s,19.80 GTexel/s,633.6 GFLOPS,,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon R7 A360
29,Meso,GCN 3.0,TSMC,28 nm,"1,550 million",125 mm²,"May 5th, 2015",All-In-One,PCIe 3.0 x8,1100 MHz,1125 MHz,900 MHz,2 GB,DDR3,64 bit,14.40 GB/s,384,24,8,6.0,16 KB (per CU),128 KB,9.000 GPixel/s,27.00 GTexel/s,864.0 GFLOPS,54.00 GFLOPS,unknown,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R7 A360
30,Opal,GCN 1.0,TSMC,28 nm,950 million,77 mm²,"Dec 6th, 2015",Gem System,PCIe 3.0 x8,620 MHz,715 MHz,1000 MHz,1024 MB,GDDR5,128 bit,64.00 GB/s,384,24,8,6.0,16 KB (per CU),256 KB,5.720 GPixel/s,17.16 GTexel/s,549.1 GFLOPS,,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon R7 M260X
31,Opal,GCN 1.0,TSMC,28 nm,950 million,77 mm²,"Dec 6th, 2015",Gem System,PCIe 3.0 x8,620 MHz,715 MHz,1000 MHz,1024 MB,DDR3,64 bit,16.00 GB/s,384,24,8,6.0,16 KB (per CU),256 KB,5.720 GPixel/s,17.16 GTexel/s,549.1 GFLOPS,34.32 GFLOPS,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon R7 M340
32,Meso,GCN 3.0,TSMC,28 nm,"1,550 million",125 mm²,"May 5th, 2015",Gem System,PCIe 3.0 x8,943 MHz,1021 MHz,1000 MHz,2 GB,DDR3,64 bit,16.00 GB/s,320,20,8,5.0,16 KB (per CU),128 KB,8.168 GPixel/s,20.42 GTexel/s,653.4 GFLOPS,40.84 GFLOPS,unknown,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R7 M340
33,Meso,GCN 3.0,TSMC,28 nm,"1,550 million",125 mm²,"May 5th, 2015",Gem System,PCIe 3.0 x8,1000 MHz,1015 MHz,1000 MHz,4 GB,DDR3,64 bit,16.00 GB/s,384,24,8,6.0,16 KB (per CU),128 KB,8.120 GPixel/s,24.36 GTexel/s,779.5 GFLOPS,48.72 GFLOPS,unknown,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R7 M350
34,Meso,GCN 3.0,TSMC,28 nm,"1,550 million",125 mm²,"May 5th, 2015",Gem System,PCIe 3.0 x8,1100 MHz,1125 MHz,900 MHz,2 GB,DDR3,64 bit,14.40 GB/s,384,24,8,6.0,16 KB (per CU),128 KB,9.000 GPixel/s,27.00 GTexel/s,864.0 GFLOPS,54.00 GFLOPS,unknown,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R7 M360
35,Litho,GCN 1.0,TSMC,28 nm,950 million,77 mm²,"May 5th, 2015",Gem System,PCIe 3.0 x8,,,1000 MHz,1024 MB,GDDR5,128 bit,64.00 GB/s,384,24,8,6.0,16 KB (per CU),256 KB,6.600 GPixel/s,19.80 GTexel/s,633.6 GFLOPS,39.60 GFLOPS,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon R7 M365X
36,Litho,GCN 1.0,TSMC,28 nm,950 million,77 mm²,"May 5th, 2015",Gem System,PCIe 3.0 x8,875 MHz,960 MHz,900 MHz,2 GB,GDDR5,128 bit,57.60 GB/s,384,24,8,6.0,16 KB (per CU),256 KB,7.680 GPixel/s,23.04 GTexel/s,737.3 GFLOPS,46.08 GFLOPS,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon R7 M370
37,Tropo,GCN 1.0,TSMC,28 nm,"1,500 million",123 mm²,"May 5th, 2015",Gem System,PCIe 3.0 x16,900 MHz,915 MHz,1000 MHz,4 GB,DDR3,128 bit,32.00 GB/s,640,40,16,10.0,16 KB (per CU),256 KB,14.64 GPixel/s,36.60 GTexel/s,"1,171 GFLOPS",73.20 GFLOPS,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon R7 M380
38,Wani,GCN 3.0,GlobalFoundries,28 nm,"1,200 million",125 mm²,"Nov 15th, 2015",GCN 3.0 IGP,IGP,200 MHz,720 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,512,32,8,8.0,,,5.760 GPixel/s,23.04 GTexel/s,737.3 GFLOPS,368.6 GFLOPS,15 W,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R7 Mobile Graphics
39,Jet,GCN 1.0,TSMC,28 nm,690 million,56 mm²,"Dec 12th, 2015",Gem System Hybrid,IGP,955 MHz,1030 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,24,8,6.0,16 KB (per CU),256 KB,8.240 GPixel/s,24.72 GTexel/s,791.0 GFLOPS,49.44 GFLOPS,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon R8 M350DX
40,Meso,GCN 3.0,TSMC,28 nm,"1,550 million",125 mm²,"Jun 3rd, 2015",Gem System Hybrid,IGP,900 MHz,1125 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,24,8,6.0,16 KB (per CU),256 KB,9.000 GPixel/s,27.00 GTexel/s,864.0 GFLOPS,54.00 GFLOPS,unknown,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R8 M365DX
41,Venus,GCN 1.0,TSMC,28 nm,"1,500 million",123 mm²,2015,All-In-One,PCIe 3.0 x16,,,1125 MHz,2 GB,GDDR5,128 bit,72.00 GB/s,640,40,16,10.0,16 KB (per CU),256 KB,16.24 GPixel/s,40.60 GTexel/s,"1,299 GFLOPS",,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon R9 A375
42,Saturn,GCN 2.0,TSMC,28 nm,"2,080 million",160 mm²,"Feb 5th, 2015",Gem System,PCIe 3.0 x16,900 MHz,1000 MHz,1375 MHz,2 GB,GDDR5,128 bit,88.00 GB/s,768,48,16,12.0,16 KB (per CU),256 KB,16.00 GPixel/s,48.00 GTexel/s,1.536 TFLOPS,96.00 GFLOPS,unknown,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R9 M270X
43,Saturn,GCN 2.0,TSMC,28 nm,"2,080 million",160 mm²,"Feb 5th, 2015",Gem System,PCIe 3.0 x16,900 MHz,1000 MHz,1375 MHz,4 GB,GDDR5,128 bit,88.00 GB/s,896,56,16,14.0,16 KB (per CU),256 KB,16.00 GPixel/s,56.00 GTexel/s,1.792 TFLOPS,112.0 GFLOPS,unknown,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R9 M280X
44,Saturn,GCN 2.0,TSMC,28 nm,"2,080 million",160 mm²,"Feb 5th, 2015",Gem System,PCIe 3.0 x16,1000 MHz,1100 MHz,1500 MHz,2 GB,GDDR5,128 bit,96.00 GB/s,896,56,16,14.0,16 KB (per CU),256 KB,17.60 GPixel/s,61.60 GTexel/s,1.971 TFLOPS,123.2 GFLOPS,unknown,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R9 M280X
45,Tropo,GCN 1.0,TSMC,28 nm,"1,500 million",123 mm²,"May 5th, 2015",Gem System,PCIe 3.0 x16,900 MHz,925 MHz,1125 MHz,4 GB,GDDR5,128 bit,72.00 GB/s,512,32,16,8.0,16 KB (per CU),256 KB,14.80 GPixel/s,29.60 GTexel/s,947.2 GFLOPS,59.20 GFLOPS,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon R9 M360
46,Tropo,GCN 1.0,TSMC,28 nm,"1,500 million",123 mm²,"May 5th, 2015",Gem System,PCIe 3.0 x16,900 MHz,925 MHz,1125 MHz,4 GB,GDDR5,128 bit,72.00 GB/s,640,40,16,10.0,16 KB (per CU),256 KB,14.80 GPixel/s,37.00 GTexel/s,"1,184 GFLOPS",74.00 GFLOPS,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon R9 M365X
47,Tropo,GCN 1.0,TSMC,28 nm,"1,500 million",123 mm²,"May 5th, 2015",Gem System,PCIe 3.0 x16,775 MHz,800 MHz,1125 MHz,2 GB,GDDR5,128 bit,72.00 GB/s,640,40,16,10.0,16 KB (per CU),256 KB,12.80 GPixel/s,32.00 GTexel/s,"1,024 GFLOPS",64.00 GFLOPS,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon R9 M370X Mac Edition
48,Tropo,GCN 1.0,TSMC,28 nm,"1,500 million",123 mm²,"May 5th, 2015",Gem System,PCIe 3.0 x16,1000 MHz,1015 MHz,900 MHz,2 GB,DDR3,128 bit,28.80 GB/s,640,40,16,10.0,16 KB (per CU),256 KB,16.24 GPixel/s,40.60 GTexel/s,"1,299 GFLOPS",81.20 GFLOPS,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon R9 M375
49,Tropo,GCN 1.0,TSMC,28 nm,"1,500 million",123 mm²,"May 5th, 2015",Gem System,PCIe 3.0 x16,925 MHz,1015 MHz,1125 MHz,2 GB,GDDR5,128 bit,72.00 GB/s,640,40,16,10.0,16 KB (per CU),256 KB,16.24 GPixel/s,40.60 GTexel/s,"1,299 GFLOPS",81.20 GFLOPS,unknown,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon R9 M375X
50,Strato,GCN 2.0,TSMC,28 nm,"2,080 million",160 mm²,"May 5th, 2015",Gem System,PCIe 3.0 x16,900 MHz,1000 MHz,1500 MHz,4 GB,GDDR5,128 bit,96.00 GB/s,768,48,16,12.0,16 KB (per CU),256 KB,16.00 GPixel/s,48.00 GTexel/s,1.536 TFLOPS,96.00 GFLOPS,unknown,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R9 M380
51,Strato,GCN 2.0,TSMC,28 nm,"2,080 million",160 mm²,"May 5th, 2015",Gem System,PCIe 3.0 x16,900 MHz,1021 MHz,1568 MHz,2 GB,GDDR5,128 bit,100.4 GB/s,768,48,16,12.0,16 KB (per CU),256 KB,16.34 GPixel/s,49.01 GTexel/s,1.568 TFLOPS,98.02 GFLOPS,unknown,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R9 M380 Mac Edition
52,Strato,GCN 2.0,TSMC,28 nm,"2,080 million",160 mm²,"May 5th, 2015",Gem System,PCIe 3.0 x16,900 MHz,1000 MHz,1200 MHz,4 GB,GDDR5,128 bit,76.80 GB/s,896,56,16,14.0,16 KB (per CU),256 KB,16.00 GPixel/s,56.00 GTexel/s,1.792 TFLOPS,112.0 GFLOPS,unknown,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R9 M385
53,Strato,GCN 2.0,TSMC,28 nm,"2,080 million",160 mm²,"May 5th, 2015",Gem System,PCIe 3.0 x16,1000 MHz,1100 MHz,1200 MHz,4 GB,GDDR5,128 bit,76.80 GB/s,896,56,16,14.0,16 KB (per CU),256 KB,17.60 GPixel/s,61.60 GTexel/s,1.971 TFLOPS,123.2 GFLOPS,unknown,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R9 M385X
54,Pitcairn,GCN 1.0,TSMC,28 nm,"2,800 million",212 mm²,"May 5th, 2015",Gem System,PCIe 3.0 x16,,,1365 MHz,2 GB,GDDR5,256 bit,174.7 GB/s,1024,64,32,16.0,16 KB (per CU),512 KB,30.66 GPixel/s,61.31 GTexel/s,1.962 TFLOPS,122.6 GFLOPS,80 W,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon R9 M390 Mac Edition
55,Amethyst,GCN 3.0,TSMC,28 nm,"5,000 million",366 mm²,"May 5th, 2015",Gem System,PCIe 3.0 x16,,,1250 MHz,4 GB,GDDR5,256 bit,160.0 GB/s,2048,128,32,32.0,16 KB (per CU),512 KB,23.14 GPixel/s,92.54 GTexel/s,2.961 TFLOPS,185.1 GFLOPS,75 W,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R9 M390X
56,Amethyst,GCN 3.0,TSMC,28 nm,"5,000 million",366 mm²,"May 5th, 2015",Gem System,MXM-B (3.0),,,1365 MHz,2 GB,GDDR5,256 bit,174.7 GB/s,1792,112,32,28.0,,,26.69 GPixel/s,93.41 GTexel/s,2.989 TFLOPS,373.6 GFLOPS,250 W,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R9 M395 Mac Edition
57,Amethyst,GCN 3.0,TSMC,28 nm,"5,000 million",366 mm²,"May 5th, 2015",Gem System,PCIe 3.0 x16,,,1250 MHz,8 GB,GDDR5,256 bit,160.0 GB/s,2048,128,32,32.0,16 KB (per CU),512 KB,23.14 GPixel/s,92.54 GTexel/s,2.961 TFLOPS,185.1 GFLOPS,75 W,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R9 M395X
58,Amethyst,GCN 3.0,TSMC,28 nm,"5,000 million",366 mm²,"May 5th, 2015",Gem System,MXM-B (3.0),,,1365 MHz,4 GB,GDDR5,256 bit,174.7 GB/s,2048,128,32,32.0,16 KB (per CU),512 KB,29.09 GPixel/s,116.4 GTexel/s,3.723 TFLOPS,232.7 GFLOPS,250 W,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon R9 M395X Mac Edition
59,Broadwell GT1,Generation 8.0,Intel,14 nm,unknown,82 mm²,"Jan 5th, 2015",HD Graphics-M,Ring Bus,100 MHz,800 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,96,12,2,,,,1.600 GPixel/s,9.600 GTexel/s,153.6 GFLOPS,38.40 GFLOPS,6 W,12,4.4,3.0,1.0,5.1,,,,,,,HD Graphics 12EU Mobile
60,Braswell GT1,Generation 8.0,Intel,14 nm,unknown,unknown,"Apr 1st, 2015",HD Graphics-T,Ring Bus,,,System Shared,System Shared,System Shared,System Shared,System Dependent,96,12,2,,,,1.000 GPixel/s,6.000 GTexel/s,96.00 GFLOPS,24.00 GFLOPS,6 W,12,4.3,3.0,1.0,5.1,,,,,,,HD Graphics 12EU Mobile
61,Braswell GT1,Generation 8.0,Intel,14 nm,unknown,unknown,"Apr 1st, 2015",HD Graphics-T,Ring Bus,320 MHz,600 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,96,12,2,,,,1.200 GPixel/s,7.200 GTexel/s,115.2 GFLOPS,28.80 GFLOPS,6 W,12,4.3,3.0,1.0,5.1,,,,,,,HD Graphics 400 Mobile
62,Braswell GT1,Generation 8.0,Intel,14 nm,unknown,unknown,"Apr 1st, 2015",HD Graphics-T,Ring Bus,200 MHz,600 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,128,16,2,,,,1.200 GPixel/s,9.600 GTexel/s,153.6 GFLOPS,38.40 GFLOPS,6 W,12,4.3,3.0,1.0,5.1,,,,,,,HD Graphics 405 Mobile
63,Apollo Lake GT1,Generation 9.0,Intel,14 nm,unknown,unknown,"Sep 1st, 2015",HD Graphics-T,Ring Bus,200 MHz,650 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,96,12,2,,,,1.300 GPixel/s,7.800 GTexel/s,124.8 GFLOPS,15.60 GFLOPS,6 W,12,4.6,3.0,1.3,6.4,,,,,,,HD Graphics 500 Mobile
