,GPU Name,Architecture,Foundry,Process Size,Transistors,Die Size,Release Date,Generation,Bus Interface,Base Clock,Boost Clock,Memory Clock,Memory Size,Memory Type,Memory Bus,Bandwidth,Shading Units,TMUs,ROPs,Compute Units,L1 Cache,L2 Cache,Pixel Rate,Texture Rate,FP32 (float),FP64 (double),TDP,DirectX,OpenGL,OpenCL,Vulkan,Shader Model,SMM Count,SM Count,Tensor Cores,RT Cores,L0 Cache,L3 Cache,Name
310,Polaris 23,GCN 4.0,GlobalFoundries,14 nm,"2,200 million",103 mm²,"Feb 11th, 2019",Polaris Mobile,PCIe 3.0 x8,980 MHz,1095 MHz,1000 MHz,2 GB,GDDR5,64 bit,32.00 GB/s,512,32,16,8.0,16 KB (per CU),512 KB,17.52 GPixel/s,35.04 GTexel/s,"1,121 GFLOPS",70.08 GFLOPS,50 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon 540X Mobile
311,Banks,GCN 1.0,TSMC,28 nm,690 million,56 mm²,"May 23rd, 2019",Polaris Mobile,PCIe 3.0 x8,,,1000 MHz,2 GB,GDDR5,64 bit,32.00 GB/s,320,20,8,5.0,16 KB (per CU),128 KB,8.240 GPixel/s,20.60 GTexel/s,659.2 GFLOPS,41.20 GFLOPS,50 W,12,4.6,2.1 (1.2),1.2.170,6.5 (5.1),,,,,,,Radeon 610 Mobile
312,Polaris 24,GCN 3.0,TSMC,28 nm,"1,550 million",125 mm²,"May 13th, 2019",Polaris Mobile,PCIe 3.0 x8,,,1000 MHz,2 GB,GDDR5,64 bit,32.00 GB/s,384,24,8,6.0,16 KB (per CU),128 KB,7.360 GPixel/s,22.08 GTexel/s,706.6 GFLOPS,44.16 GFLOPS,50 W,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon 620 Mobile
313,Polaris 24,GCN 3.0,TSMC,28 nm,"1,550 million",125 mm²,"May 13th, 2019",Polaris Mobile,PCIe 3.0 x8,730 MHz,1024 MHz,1125 MHz,2 GB,GDDR5,64 bit,36.00 GB/s,384,24,8,6.0,16 KB (per CU),128 KB,8.192 GPixel/s,24.58 GTexel/s,786.4 GFLOPS,49.15 GFLOPS,50 W,12,4.6,2.1,1.2.170,6.5,,,,,,,Radeon 625 Mobile
314,Polaris 23,GCN 4.0,GlobalFoundries,14 nm,"2,200 million",103 mm²,"May 13th, 2019",Polaris Mobile,PCIe 3.0 x8,1082 MHz,1211 MHz,1500 MHz,2 GB,GDDR5,128 bit,96.00 GB/s,512,32,16,8.0,16 KB (per CU),512 KB,19.38 GPixel/s,38.75 GTexel/s,"1,240 GFLOPS",77.50 GFLOPS,50 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon 630 Mobile
315,Ellesmere,GCN 4.0,GlobalFoundries,14 nm,"5,700 million",232 mm²,"Oct 15th, 2019",Embedded,PCIe 3.0 x16,713 MHz,1089 MHz,1250 MHz,8 GB,GDDR5,256 bit,160.0 GB/s,1792,112,32,28.0,16 KB (per CU),2 MB,34.85 GPixel/s,122.0 GTexel/s,3.903 TFLOPS,243.9 GFLOPS,75 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon E9390 PCIe
316,Ellesmere,GCN 4.0,GlobalFoundries,14 nm,"5,700 million",232 mm²,"Oct 15th, 2019",Embedded,PCIe 3.0 x16,1120 MHz,1237 MHz,1750 MHz,8 GB,GDDR5,256 bit,224.0 GB/s,2304,144,32,36.0,16 KB (per CU),2 MB,39.58 GPixel/s,178.1 GTexel/s,5.700 TFLOPS,356.3 GFLOPS,130 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon E9560 PCIe
317,Navi 14,RDNA 1.0,TSMC,7 nm,"6,400 million",158 mm²,"Nov 13th, 2019",Radeon Pro Mac,PCIe 4.0 x8,1000 MHz,1250 MHz,1500 MHz,4 GB,GDDR6,128 bit,192.0 GB/s,1280,80,32,20.0,,2 MB,40.00 GPixel/s,100.0 GTexel/s,3.200 TFLOPS,200.0 GFLOPS,85 W,12,4.6,2.1,1.3,6.8,,,,,,,Radeon Pro 5300M
318,Navi 14,RDNA 1.0,TSMC,7 nm,"6,400 million",158 mm²,"Nov 13th, 2019",Radeon Pro Mac,PCIe 4.0 x8,1000 MHz,1450 MHz,1500 MHz,8 GB,GDDR6,128 bit,192.0 GB/s,1536,96,32,24.0,,2 MB,46.40 GPixel/s,139.2 GTexel/s,4.454 TFLOPS,278.4 GFLOPS,85 W,12,4.6,2.1,1.3,6.8,,,,,,,Radeon Pro 5500M
319,Ellesmere,GCN 4.0,GlobalFoundries,14 nm,"5,700 million",232 mm²,"Mar 18th, 2019",Radeon Pro Mac,PCIe 3.0 x16,1000 MHz,1105 MHz,1695 MHz,4 GB,GDDR5,256 bit,217.0 GB/s,1792,112,32,28.0,16 KB (per CU),2 MB,35.36 GPixel/s,123.8 GTexel/s,3.960 TFLOPS,247.5 GFLOPS,150 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon Pro 570X
320,Ellesmere,GCN 4.0,GlobalFoundries,14 nm,"5,700 million",232 mm²,"Mar 18th, 2019",Radeon Pro Mac,PCIe 3.0 x16,,,1695 MHz,4 GB,GDDR5,256 bit,217.0 GB/s,2048,128,32,32.0,16 KB (per CU),2 MB,35.07 GPixel/s,140.3 GTexel/s,4.489 TFLOPS,280.6 GFLOPS,150 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon Pro 575X
321,Ellesmere,GCN 4.0,GlobalFoundries,14 nm,"5,700 million",232 mm²,"Mar 18th, 2019",Radeon Pro Mac,Apple MPX,1100 MHz,1200 MHz,1710 MHz,8 GB,GDDR5,256 bit,218.9 GB/s,2304,144,32,36.0,16 KB (per CU),2 MB,38.40 GPixel/s,172.8 GTexel/s,5.530 TFLOPS,345.6 GFLOPS,185 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon Pro 580X
322,Vega 10,GCN 5.0,GlobalFoundries,14 nm,"12,500 million",495 mm²,"Mar 19th, 2019",Radeon Pro Mac,PCIe 3.0 x16,,,786 MHz,8 GB,HBM2,2048 bit,402.4 GB/s,3072,192,64,48.0,16 KB (per CU),4 MB,76.80 GPixel/s,230.4 GTexel/s,7.373 TFLOPS,460.8 GFLOPS,unknown,12,4.6,2.1,1.3,6.7,,,,,,,Radeon Pro Vega 48
323,Vega 10,GCN 5.0,GlobalFoundries,14 nm,"12,500 million",495 mm²,"Mar 19th, 2019",Radeon Pro Mac,PCIe 3.0 x16,1250 MHz,1468 MHz,1000 MHz,16 GB,HBM2,2048 bit,512.0 GB/s,4096,256,64,64.0,16 KB (per CU),4 MB,93.95 GPixel/s,375.8 GTexel/s,12.03 TFLOPS,751.6 GFLOPS,250 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon Pro Vega 64X
324,Navi 14,RDNA 1.0,TSMC,7 nm,"6,400 million",158 mm²,"Nov 13th, 2019",Radeon Pro Mobile,PCIe 4.0 x8,1000 MHz,1250 MHz,1500 MHz,4 GB,GDDR6,128 bit,192.0 GB/s,1280,80,32,20.0,,2 MB,40.00 GPixel/s,100.0 GTexel/s,3.200 TFLOPS,200.0 GFLOPS,85 W,12,4.6,2.1,1.3,6.8,,,,,,,Radeon Pro W5300M
325,Polaris 23,GCN 4.0,GlobalFoundries,14 nm,"2,200 million",103 mm²,"Jul 2nd, 2019",Radeon Pro Mobile,PCIe 3.0 x8,,,1000 MHz,4 GB,GDDR5,128 bit,64.00 GB/s,640,32,16,10.0,16 KB (per CU),512 KB,17.31 GPixel/s,34.62 GTexel/s,"1,385 GFLOPS",86.56 GFLOPS,65 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon Pro WX 3200 Mobile
326,Navi 14,RDNA 1.0,TSMC,7 nm,"6,400 million",158 mm²,"Nov 13th, 2019",Navi Mobile,PCIe 4.0 x8,1000 MHz,1445 MHz,1750 MHz,3 GB,GDDR6,96 bit,168.0 GB/s,1408,88,32,22.0,,2 MB,46.24 GPixel/s,127.2 GTexel/s,4.069 TFLOPS,254.3 GFLOPS,85 W,12,4.6,2.1,1.3,6.8,,,,,,,Radeon RX 5300M
327,Navi 14,RDNA 1.0,TSMC,7 nm,"6,400 million",158 mm²,"Oct 7th, 2019",Navi Mobile,PCIe 4.0 x8,1375 MHz,1645 MHz,1750 MHz,4 GB,GDDR6,128 bit,224.0 GB/s,1408,88,32,22.0,,2 MB,52.64 GPixel/s,144.8 GTexel/s,4.632 TFLOPS,289.5 GFLOPS,85 W,12,4.6,2.1,1.3,6.8,,,,,,,Radeon RX 5500M
328,Polaris 31,GCN 4.0,GlobalFoundries,14 nm,"3,000 million",123 mm²,"Jan 9th, 2019",Polaris Mobile,PCIe 3.0 x16,,,1750 MHz,4 GB,GDDR5,128 bit,112.0 GB/s,896,56,16,14.0,16 KB (per CU),1024 KB,19.57 GPixel/s,68.49 GTexel/s,2.192 TFLOPS,137.0 GFLOPS,65 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon RX 560X Mobile
329,Polaris 23,GCN 4.0,GlobalFoundries,14 nm,"2,200 million",103 mm²,"May 13th, 2019",Polaris Mobile,PCIe 3.0 x8,1082 MHz,1218 MHz,1500 MHz,2 GB,GDDR5,64 bit,48.00 GB/s,640,40,16,10.0,16 KB (per CU),512 KB,19.49 GPixel/s,48.72 GTexel/s,1.559 TFLOPS,97.44 GFLOPS,50 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon RX 640 Mobile
330,Picasso-M,GCN 5.0,GlobalFoundries,12 nm,"4,940 million",210 mm²,"Oct 22nd, 2019",Vega IGP,IGP,300 MHz,1400 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,704,44,8,11.0,,,11.20 GPixel/s,61.60 GTexel/s,1.971 TFLOPS,123.2 GFLOPS,15 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon RX Vega 11 Mobile
331,Picasso-M,GCN 5.0,GlobalFoundries,12 nm,"4,940 million",210 mm²,"Jan 6th, 2019",Vega IGP,IGP,300 MHz,1400 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,640,40,8,10.0,,,11.20 GPixel/s,56.00 GTexel/s,1.792 TFLOPS,112.0 GFLOPS,15 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon Vega 10 Mobile
332,Raven-M,GCN 5.0,GlobalFoundries,14 nm,"4,940 million",210 mm²,"Jan 8th, 2019",Vega IGP,IGP,300 MHz,1301 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,640,40,8,10.0,,,10.41 GPixel/s,52.04 GTexel/s,1.665 TFLOPS,104.1 GFLOPS,10 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon Vega 10 Mobile
333,Picasso-M,GCN 5.0,GlobalFoundries,12 nm,"4,940 million",210 mm²,"Apr 8th, 2019",Vega IGP,IGP,300 MHz,1400 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,640,40,8,10.0,,,11.20 GPixel/s,56.00 GTexel/s,1.792 TFLOPS,112.0 GFLOPS,15 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon Vega 10 Mobile
334,Picasso-M,GCN 5.0,GlobalFoundries,12 nm,"4,940 million",210 mm²,"Jan 6th, 2019",Vega IGP,IGP,300 MHz,1001 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,192,12,4,3.0,,,4.004 GPixel/s,12.01 GTexel/s,384.4 GFLOPS,24.02 GFLOPS,15 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon Vega 3 Mobile
335,Picasso-M,GCN 5.0,GlobalFoundries,12 nm,"4,940 million",210 mm²,"Jan 6th, 2019",Vega IGP,IGP,300 MHz,1200 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,24,8,6.0,,,9.600 GPixel/s,28.80 GTexel/s,921.6 GFLOPS,57.60 GFLOPS,15 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon Vega 6 Mobile
336,Raven-M,GCN 5.0,GlobalFoundries,14 nm,"4,940 million",210 mm²,"Jan 8th, 2019",Vega IGP,IGP,300 MHz,1101 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,24,8,6.0,,,8.808 GPixel/s,26.42 GTexel/s,845.6 GFLOPS,52.85 GFLOPS,15 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon Vega 6 Mobile
337,Raven-M,GCN 5.0,GlobalFoundries,14 nm,"4,940 million",210 mm²,"Jan 8th, 2019",Vega IGP,IGP,300 MHz,1101 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,512,32,8,8.0,,,8.808 GPixel/s,35.23 GTexel/s,"1,127 GFLOPS",70.46 GFLOPS,25 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon Vega 8 Mobile
338,Picasso-M,GCN 5.0,GlobalFoundries,12 nm,"4,940 million",210 mm²,"Jan 6th, 2019",Vega IGP,IGP,300 MHz,1200 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,512,32,8,8.0,,,9.600 GPixel/s,38.40 GTexel/s,"1,229 GFLOPS",76.80 GFLOPS,15 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon Vega 8 Mobile
339,Picasso-M,GCN 5.0,GlobalFoundries,12 nm,"4,940 million",210 mm²,"Apr 8th, 2019",Vega IGP,IGP,300 MHz,1200 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,512,32,8,8.0,,,9.600 GPixel/s,38.40 GTexel/s,"1,229 GFLOPS",76.80 GFLOPS,15 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon Vega 8 Mobile
340,Picasso-M,GCN 5.0,GlobalFoundries,12 nm,"4,940 million",210 mm²,"Oct 22nd, 2019",Vega IGP,IGP,300 MHz,1300 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,576,36,8,9.0,,,10.40 GPixel/s,46.80 GTexel/s,"1,498 GFLOPS",93.60 GFLOPS,15 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon Vega 9 Mobile
341,Coffee Lake GT3e,Generation 9.5,Intel,14 nm+++,unknown,unknown,"Oct 7th, 2019",HD Graphics-M,Ring Bus,300 MHz,1050 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,48,6,,,,6.300 GPixel/s,50.40 GTexel/s,806.4 GFLOPS,201.6 GFLOPS,15 W,12,4.6,3.0,1.3,6.4,,,,,,,Iris Plus Graphics 645 Mobile
342,Ice Lake GT1,Generation 11.0,Intel,10 nm+,unknown,unknown,"May 29th, 2019",HD Graphics-M,Ring Bus,300 MHz,1050 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,24,8,,,,8.400 GPixel/s,25.20 GTexel/s,806.4 GFLOPS,201.6 GFLOPS,15 W,12,4.6,3.0,1.3,6.5,,,,,,,Iris Plus Graphics G4 48EU Mobile
343,Comet Lake GT2,Generation 9.5,Intel,14 nm+++,unknown,unknown,"Aug 21st, 2019",HD Graphics-M,Ring Bus,300 MHz,1000 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,192,24,3,,,,3.000 GPixel/s,24.00 GTexel/s,384.0 GFLOPS,96.00 GFLOPS,15 W,12,4.6,3.0,1.3,6.5,,,,,,,UHD Graphics 24EU Mobile
344,Amber Lake GT2,Generation 9.5,Intel,14 nm,unknown,unknown,"Aug 21st, 2019",HD Graphics-T,Ring Bus,300 MHz,1050 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,192,24,3,,,,3.150 GPixel/s,25.20 GTexel/s,403.2 GFLOPS,100.8 GFLOPS,15 W,12,4.6,3.0,1.3,6.4,,,,,,,UHD Graphics 24EU Mobile
345,Comet Lake GT1,Generation 9.5,Intel,14 nm+++,unknown,unknown,"Aug 21st, 2019",HD Graphics-M,Ring Bus,300 MHz,900 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,192,24,3,,,,2.700 GPixel/s,21.60 GTexel/s,345.6 GFLOPS,86.40 GFLOPS,15 W,12,4.6,3.0,1.3,6.4,,,,,,,UHD Graphics 24EU Mobile
346,Ice Lake GT1,Generation 11.0,Intel,10 nm+,unknown,unknown,"May 29th, 2019",HD Graphics-M,Ring Bus,300 MHz,900 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,256,16,8,,,,7.200 GPixel/s,14.40 GTexel/s,460.8 GFLOPS,115.2 GFLOPS,15 W,12,4.6,3.0,1.3,6.5,,,,,,,UHD Graphics G1 32EU Mobile
347,GP107,Pascal,Samsung,14 nm,"3,300 million",132 mm²,"Feb 1st, 2019",GeForce 10 Mobile,PCIe 3.0 x16,1366 MHz,1442 MHz,1752 MHz,3 GB,GDDR5,96 bit,84.10 GB/s,768,48,24,,48 KB (per SM),768 KB,34.61 GPixel/s,69.22 GTexel/s,2.215 TFLOPS,69.22 GFLOPS,75 W,12,4.6,3.0,1.3,6.8,,6.0,,,,,GeForce GTX 1050 Mobile 3 GB
348,TU117,Turing,TSMC,12 nm,"4,700 million",200 mm²,"Apr 23rd, 2019",GeForce 16 Mobile,PCIe 3.0 x16,1020 MHz,1245 MHz,1751 MHz,4 GB,GDDR5,128 bit,112.1 GB/s,1024,64,32,,64 KB (per SM),1024 KB,39.84 GPixel/s,79.68 GTexel/s,2.550 TFLOPS,79.68 GFLOPS,50 W,12,4.6,3.0,1.3,6.8,,16.0,,,,,GeForce GTX 1650 Max-Q
349,TU117,Turing,TSMC,12 nm,"4,700 million",200 mm²,"Apr 23rd, 2019",GeForce 16 Mobile,PCIe 3.0 x16,1395 MHz,1560 MHz,2001 MHz,4 GB,GDDR5,128 bit,128.1 GB/s,1024,64,32,,64 KB (per SM),1024 KB,49.92 GPixel/s,99.84 GTexel/s,3.195 TFLOPS,99.84 GFLOPS,50 W,12,4.6,3.0,1.3,6.8,,16.0,,,,,GeForce GTX 1650 Mobile
350,TU116,Turing,TSMC,12 nm,"6,600 million",284 mm²,"Apr 23rd, 2019",GeForce 16 Mobile,PCIe 3.0 x16,1140 MHz,1335 MHz,1500 MHz,6 GB,GDDR6,192 bit,288.0 GB/s,1536,96,48,,64 KB (per SM),1536 KB,64.08 GPixel/s,128.2 GTexel/s,4.101 TFLOPS,128.2 GFLOPS,unknown,12,4.6,3.0,1.3,6.8,,24.0,,,,,GeForce GTX 1660 Ti Max-Q
351,TU116,Turing,TSMC,12 nm,"6,600 million",284 mm²,"Apr 23rd, 2019",GeForce 16 Mobile,PCIe 3.0 x16,1455 MHz,1590 MHz,1500 MHz,6 GB,GDDR6,192 bit,288.0 GB/s,1536,96,48,,64 KB (per SM),1536 KB,76.32 GPixel/s,152.6 GTexel/s,4.884 TFLOPS,152.6 GFLOPS,unknown,12,4.6,3.0,1.3,6.8,,24.0,,,,,GeForce GTX 1660 Ti Mobile
352,GP107,Pascal,Samsung,14 nm,"3,300 million",132 mm²,"Feb 23rd, 2019",GeForce MX,PCIe 3.0 x4,1469 MHz,1532 MHz,1502 MHz,2 GB,GDDR5,64 bit,48.06 GB/s,384,24,16,,48 KB (per SM),512 KB,24.51 GPixel/s,36.77 GTexel/s,"1,177 GFLOPS",36.77 GFLOPS,25 W,12,4.6,3.0,1.3,6.8,,3.0,,,,,GeForce MX150 GP107
353,GP108,Pascal,Samsung,14 nm,"1,800 million",74 mm²,"Feb 21st, 2019",GeForce MX,PCIe 3.0 x4,1519 MHz,1531 MHz,1502 MHz,2 GB,GDDR5,64 bit,48.06 GB/s,256,16,16,,48 KB (per SM),512 KB,24.50 GPixel/s,24.50 GTexel/s,783.9 GFLOPS,24.50 GFLOPS,10 W,12,4.6,3.0,1.3,6.8,,2.0,,,,,GeForce MX230
354,GP108,Pascal,Samsung,14 nm,"1,800 million",74 mm²,"Feb 21st, 2019",GeForce MX,PCIe 3.0 x4,1519 MHz,1582 MHz,1502 MHz,2 GB,GDDR5,64 bit,48.06 GB/s,384,24,16,,48 KB (per SM),512 KB,25.31 GPixel/s,37.97 GTexel/s,"1,215 GFLOPS",37.97 GFLOPS,25 W,12,4.6,3.0,1.3,6.8,,3.0,,,,,GeForce MX250
355,GP108B,Pascal,Samsung,14 nm,"1,800 million",74 mm²,"Feb 20th, 2019",GeForce MX,PCIe 3.0 x4,937 MHz,1038 MHz,1502 MHz,2 GB,GDDR5,64 bit,48.06 GB/s,384,24,16,,48 KB (per SM),512 KB,16.61 GPixel/s,24.91 GTexel/s,797.2 GFLOPS,24.91 GFLOPS,10 W,12,4.6,3.0,1.3,6.8,,3.0,,,,,GeForce MX250
356,TU106B,Turing,TSMC,12 nm,"10,800 million",445 mm²,"Jan 29th, 2019",GeForce 20 Mobile,PCIe 3.0 x16,960 MHz,1200 MHz,1353 MHz,6 GB,GDDR6,192 bit,259.8 GB/s,1920,120,48,,64 KB (per SM),3 MB,57.60 GPixel/s,144.0 GTexel/s,4.608 TFLOPS,144.0 GFLOPS,115 W,12 Ultimate,4.6,3.0,1.3,6.8,,30.0,240.0,30.0,,,GeForce RTX 2060 Max-Q Refresh
357,TU106,Turing,TSMC,12 nm,"10,800 million",445 mm²,"Jan 29th, 2019",GeForce 20 Mobile,PCIe 3.0 x16,960 MHz,1200 MHz,1750 MHz,6 GB,GDDR6,192 bit,336.0 GB/s,1920,120,48,,64 KB (per SM),3 MB,57.60 GPixel/s,144.0 GTexel/s,4.608 TFLOPS,144.0 GFLOPS,115 W,12 Ultimate,4.6,3.0,1.3,6.8,,30.0,240.0,30.0,,,GeForce RTX 2060 Mobile
358,TU106B,Turing,TSMC,12 nm,"10,800 million",445 mm²,"Jan 29th, 2019",GeForce 20 Mobile,PCIe 3.0 x16,1005 MHz,1560 MHz,1375 MHz,6 GB,GDDR6,192 bit,264.0 GB/s,1920,120,48,,64 KB (per SM),3 MB,74.88 GPixel/s,187.2 GTexel/s,5.990 TFLOPS,187.2 GFLOPS,65 W,12 Ultimate,4.6,3.0,1.3,6.8,,30.0,240.0,30.0,,,GeForce RTX 2060 Mobile Refresh
359,TU106,Turing,TSMC,12 nm,"10,800 million",445 mm²,"Jul 9th, 2019",GeForce 20 Mobile,PCIe 3.0 x16,1470 MHz,1530 MHz,1750 MHz,8 GB,GDDR6,256 bit,448.0 GB/s,2176,136,64,,64 KB (per SM),4 MB,97.92 GPixel/s,208.1 GTexel/s,6.659 TFLOPS,208.1 GFLOPS,175 W,12 Ultimate,4.6,3.0,1.3,6.8,,34.0,272.0,34.0,,,GeForce RTX 2060 SUPER Mobile
360,TU106,Turing,TSMC,12 nm,"10,800 million",445 mm²,"Jan 29th, 2019",GeForce 20 Mobile,PCIe 3.0 x16,885 MHz,1185 MHz,1500 MHz,8 GB,GDDR6,256 bit,384.0 GB/s,2304,144,64,,64 KB (per SM),4 MB,75.84 GPixel/s,170.6 GTexel/s,5.460 TFLOPS,170.6 GFLOPS,90 W,12 Ultimate,4.6,3.0,1.3,6.8,,36.0,288.0,36.0,,,GeForce RTX 2070 Max-Q
361,TU106,Turing,TSMC,12 nm,"10,800 million",445 mm²,"Jan 29th, 2019",GeForce 20 Mobile,PCIe 3.0 x16,1215 MHz,1440 MHz,1750 MHz,8 GB,GDDR6,256 bit,448.0 GB/s,2304,144,64,,64 KB (per SM),4 MB,92.16 GPixel/s,207.4 GTexel/s,6.636 TFLOPS,207.4 GFLOPS,115 W,12 Ultimate,4.6,3.0,1.3,6.8,,36.0,288.0,36.0,,,GeForce RTX 2070 Mobile
362,TU104,Turing,TSMC,12 nm,"13,600 million",545 mm²,"Jan 29th, 2019",GeForce 20 Mobile,PCIe 3.0 x16,735 MHz,1095 MHz,1500 MHz,8 GB,GDDR6,256 bit,384.0 GB/s,2944,184,64,,64 KB (per SM),4 MB,70.08 GPixel/s,201.5 GTexel/s,6.447 TFLOPS,201.5 GFLOPS,80 W,12 Ultimate,4.6,3.0,1.3,6.8,,46.0,368.0,46.0,,,GeForce RTX 2080 Max-Q
363,TU104,Turing,TSMC,12 nm,"13,600 million",545 mm²,"Jan 29th, 2019",GeForce 20 Mobile,PCIe 3.0 x16,1380 MHz,1590 MHz,1750 MHz,8 GB,GDDR6,256 bit,448.0 GB/s,2944,184,64,,64 KB (per SM),4 MB,101.8 GPixel/s,292.6 GTexel/s,9.362 TFLOPS,292.6 GFLOPS,150 W,12 Ultimate,4.6,3.0,1.3,6.8,,46.0,368.0,46.0,,,GeForce RTX 2080 Mobile
364,GM20B,Maxwell 2.0,TSMC,20 nm,"2,000 million",118 mm²,Mar 2019,Tegra,PCIe 2.0 x4,640 MHz,921 MHz,1600 MHz,4 GB,LPDDR4,64 bit,25.60 GB/s,128,16,16,,48 KB (per SMM),256 KB,14.74 GPixel/s,14.74 GTexel/s,235.8 GFLOPS,7.368 GFLOPS,10 W,12,4.6,1.2,1.1,6.0,1.0,,,,,,Jetson Nano
365,GP106,Pascal,TSMC,16 nm,"4,400 million",200 mm²,"Jan 23rd, 2019",Mining GPUs,PCIe 3.0 x16,,,1502 MHz,4 GB,GDDR5,128 bit,96.13 GB/s,1152,72,32,,48 KB (per SM),1280 KB,41.31 GPixel/s,92.95 GTexel/s,2.974 TFLOPS,92.95 GFLOPS,75 W,12,4.6,3.0,1.3,6.8,,9.0,,,,,P106M
366,GP106,Pascal,TSMC,16 nm,"4,400 million",200 mm²,"Feb 15th, 2019",Quadro Pascal-M,PCIe 3.0 x16,1291 MHz,1291 MHz,1502 MHz,3.75 GB,GDDR5,128 bit,96.13 GB/s,1152,72,32,,48 KB (per SM),1280 KB,41.31 GPixel/s,92.95 GTexel/s,2.974 TFLOPS,92.95 GFLOPS,75 W,12,4.6,3.0,1.3,6.8,,9.0,,,,,Quadro P2000 Mobile
367,GP108,Pascal,Samsung,14 nm,"1,800 million",74 mm²,"May 23rd, 2019",Quadro Pascal-M,PCIe 3.0 x16,1303 MHz,1493 MHz,1375 MHz,4 GB,GDDR5,64 bit,44.00 GB/s,384,24,16,,48 KB (per SM),512 KB,23.89 GPixel/s,35.83 GTexel/s,"1,147 GFLOPS",35.83 GFLOPS,18 W,12,4.6,3.0,1.3,6.8,,3.0,,,,,Quadro P520 Max-Q
368,GP108,Pascal,Samsung,14 nm,"1,800 million",74 mm²,"May 23rd, 2019",Quadro Pascal-M,PCIe 3.0 x16,1303 MHz,1493 MHz,1502 MHz,2 GB,GDDR5,64 bit,48.06 GB/s,384,24,16,,48 KB (per SM),512 KB,23.89 GPixel/s,35.83 GTexel/s,"1,147 GFLOPS",35.83 GFLOPS,18 W,12,4.6,3.0,1.3,6.8,,3.0,,,,,Quadro P520 Mobile
369,TU106,Turing,TSMC,12 nm,"10,800 million",445 mm²,"May 27th, 2019",Quadro Turing-M,PCIe 3.0 x16,600 MHz,1215 MHz,1500 MHz,6 GB,GDDR6,192 bit,288.0 GB/s,1920,120,64,,64 KB (per SM),3 MB,77.76 GPixel/s,145.8 GTexel/s,4.666 TFLOPS,145.8 GFLOPS,60 W,12 Ultimate,4.6,3.0,1.3,6.8,,30.0,240.0,30.0,,,Quadro RTX 3000 Max-Q
370,TU106,Turing,TSMC,12 nm,"10,800 million",445 mm²,"May 27th, 2019",Quadro Turing-M,PCIe 3.0 x16,945 MHz,1380 MHz,1750 MHz,6 GB,GDDR6,192 bit,336.0 GB/s,1920,120,64,,64 KB (per SM),3 MB,88.32 GPixel/s,165.6 GTexel/s,5.299 TFLOPS,165.6 GFLOPS,80 W,12 Ultimate,4.6,3.0,1.3,6.8,,30.0,240.0,30.0,,,Quadro RTX 3000 Mobile
371,TU106,Turing,TSMC,12 nm,"10,800 million",445 mm²,"May 27th, 2019",Quadro Turing-M,PCIe 3.0 x16,945 MHz,1380 MHz,1750 MHz,6 GB,GDDR6,192 bit,336.0 GB/s,1920,120,64,,64 KB (per SM),4 MB,88.32 GPixel/s,165.6 GTexel/s,5.299 TFLOPS,165.6 GFLOPS,80 W,12 Ultimate,4.6,3.0,1.3,6.8,,30.0,240.0,30.0,,,Quadro RTX 3000 Mobile Refresh
