,link,name
266,/cpu-specs/ryzen-7-4800hs.c2296,Ryzen 7 4800HS
267,/cpu-specs/ryzen-7-4800u.c2281,Ryzen 7 4800U
268,/cpu-specs/ryzen-9-4900h.c2279,Ryzen 9 4900H
269,/cpu-specs/ryzen-9-4900hs.c2278,Ryzen 9 4900HS
270,/cpu-specs/ryzen-embedded-r1102g.c2841,Ryzen Embedded R1102G
271,/cpu-specs/ryzen-embedded-r1305g.c2842,Ryzen Embedded R1305G
272,/cpu-specs/ryzen-embedded-r1505g.c2843,Ryzen Embedded R1505G
273,/cpu-specs/ryzen-embedded-r1600.c2845,Ryzen Embedded R1600
274,/cpu-specs/ryzen-embedded-r1606g.c2844,Ryzen Embedded R1606G
275,/cpu-specs/core-i3-1000ng4.c3591,Core i3-1000NG4
276,/cpu-specs/core-i3-1110g4.c2351,Core i3-1110G4
277,/cpu-specs/core-i3-1115g4.c2348,Core i3-1115G4
278,/cpu-specs/core-i3-1120g4.c2350,Core i3-1120G4
279,/cpu-specs/core-i3-1125g4.c2347,Core i3-1125G4
280,/cpu-specs/core-i3-l13g4.c3312,Core i3-L13G4
281,/cpu-specs/core-i5-10200h.c2354,Core i5-10200H
282,/cpu-specs/core-i5-10300h.c2355,Core i5-10300H
283,/cpu-specs/core-i5-1030ng7.c3592,Core i5-1030NG7
284,/cpu-specs/core-i5-1038ng7.c2676,Core i5-1038NG7
285,/cpu-specs/core-i5-10400h.c2361,Core i5-10400H
286,/cpu-specs/core-i5-1060ng7.c3593,Core i5-1060NG7
287,/cpu-specs/core-i5-1130g7.c2349,Core i5-1130G7
288,/cpu-specs/core-i5-1135g7.c2346,Core i5-1135G7
289,/cpu-specs/core-i5-1145g7.c2352,Core i5-1145G7
290,/cpu-specs/core-i5-l16g7.c3313,Core i5-L16G7
291,/cpu-specs/core-i7-10610u.c2358,Core i7-10610U
292,/cpu-specs/core-i7-10750h.c2360,Core i7-10750H
293,/cpu-specs/core-i7-10810u.c2357,Core i7-10810U
294,/cpu-specs/core-i7-10850h.c2359,Core i7-10850H
295,/cpu-specs/core-i7-10870h.c2353,Core i7-10870H
296,/cpu-specs/core-i7-10875h.c2277,Core i7-10875H
297,/cpu-specs/core-i7-1160g7.c2345,Core i7-1160G7
298,/cpu-specs/core-i7-1165g7.c2343,Core i7-1165G7
299,/cpu-specs/core-i7-1185g7.c2344,Core i7-1185G7
300,/cpu-specs/core-i9-10885h.c2356,Core i9-10885H
301,/cpu-specs/core-i9-10980hk.c2276,Core i9-10980HK
302,/cpu-specs/pentium-6805.c3590,Pentium 6805
303,/cpu-specs/xeon-w-1290p.c2839,Xeon W-1290P
304,/cpu-specs/a4-9120c-soc.c2143,A4-9120C SoC
305,/cpu-specs/a4-9120e-soc.c3701,A4-9120e SoC
306,/cpu-specs/a6-9220c-soc.c2142,A6-9220C SoC
307,/cpu-specs/a6-9220e-soc.c3695,A6-9220e SoC
308,/cpu-specs/athlon-300u.c2135,Athlon 300U
309,/cpu-specs/athlon-pro-300u.c2176,Athlon PRO 300U
310,/cpu-specs/ryzen-3-3200u.c2136,Ryzen 3 3200U
311,/cpu-specs/ryzen-3-3300u.c2137,Ryzen 3 3300U
312,/cpu-specs/ryzen-3-pro-2300u.c2002,Ryzen 3 PRO 2300U
313,/cpu-specs/ryzen-3-pro-3300u.c2175,Ryzen 3 PRO 3300U
314,/cpu-specs/ryzen-5-3500u.c2138,Ryzen 5 3500U
315,/cpu-specs/ryzen-5-3550h.c2139,Ryzen 5 3550H
316,/cpu-specs/ryzen-5-3580u.c2312,Ryzen 5 3580U
317,/cpu-specs/ryzen-5-pro-2500u.c2001,Ryzen 5 PRO 2500U
318,/cpu-specs/ryzen-5-pro-3500u.c2174,Ryzen 5 PRO 3500U
319,/cpu-specs/ryzen-7-3700u.c2140,Ryzen 7 3700U
320,/cpu-specs/ryzen-7-3750h.c2141,Ryzen 7 3750H
321,/cpu-specs/ryzen-7-3780u.c2311,Ryzen 7 3780U
322,/cpu-specs/ryzen-7-pro-3700u.c2173,Ryzen 7 PRO 3700U
323,/cpu-specs/celeron-4205u.c3603,Celeron 4205U
324,/cpu-specs/celeron-4305u.c3602,Celeron 4305U
325,/cpu-specs/celeron-j4025.c3281,Celeron J4025
326,/cpu-specs/celeron-j4125.c3280,Celeron J4125
